Sheet 1: Healthy life expectancy in the UK by age and sex: between 2011 to 2013 and 2022 to 2024,,,,,,,,,,,,
[note 1] [note 2] [note 3] [note 4] [note 5] [note 6] [note 7],,,,,,,,,,,,
This worksheet contains one table.,,,,,,,,,,,,
HLE refers to healthy life expectancy; LCI refers to lower bound of the 95% confidence interval; UCI refers to upper bound of the 95% confidence interval; Proportion (%) refers to proportion of life spent in good health.,,,,,,,,,,,,
Source: Office for National Statistics,,,,,,,,,,,,
Return to Contents,,,,,,,,,,,,
Period,Country,Area type,Area code,Area name,Sex,Sex code,Age group,Age code,HLE,LCI,UCI,Proportion (%)
2012 to 2014,England,Region,E12000001,North East,Male,1,75 to 79,17,4.1,3.7,4.5,38
2012 to 2014,England,Region,E12000001,North East,Male,1,80 to 84,18,2.7,2.2,3.2,34
2012 to 2014,England,Region,E12000001,North East,Male,1,85 to 89,19,1.7,1.4,2.0,29
2012 to 2014,England,Region,E12000001,North East,Male,1,90+,20,1.1,0.9,1.2,26
2012 to 2014,England,Region,E12000001,North East,Female,2,<1,1,59.9,59.2,60.5,73
2012 to 2014,England,Region,E12000001,North East,Female,2,01 to 04,2,59.1,58.4,59.8,73
2012 to 2014,England,Region,E12000001,North East,Female,2,05 to 09,3,55.4,54.8,56.0,72
2012 to 2014,England,Region,E12000001,North East,Female,2,10 to 14,4,50.8,50.3,51.4,71
2012 to 2014,England,Region,E12000001,North East,Female,2,15 to 19,5,46.3,45.8,46.8,69
2012 to 2014,England,Region,E12000001,North East,Female,2,20 to 24,6,41.9,41.3,42.4,68
2012 to 2014,England,Region,E12000001,North East,Female,2,25 to 29,7,37.5,37.0,38.0,66
2012 to 2014,England,Region,E12000001,North East,Female,2,30 to 34,8,33.3,32.8,33.8,64
2012 to 2014,England,Region,E12000001,North East,Female,2,35 to 39,9,29.2,28.8,29.7,62
2012 to 2014,England,Region,E12000001,North East,Female,2,40 to 44,10,25.4,24.9,25.8,60
2012 to 2014,England,Region,E12000001,North East,Female,2,45 to 49,11,21.7,21.2,22.1,57
2012 to 2014,England,Region,E12000001,North East,Female,2,50 to 54,12,18.1,17.7,18.6,55
2012 to 2014,England,Region,E12000001,North East,Female,2,55 to 59,13,14.9,14.5,15.3,52
2012 to 2014,England,Region,E12000001,North East,Female,2,60 to 64,14,11.9,11.5,12.3,49
2012 to 2014,England,Region,E12000001,North East,Female,2,65 to 69,15,9.2,8.8,9.7,46
2012 to 2014,England,Region,E12000001,North East,Female,2,70 to 74,16,6.9,6.4,7.3,43
2012 to 2014,England,Region,E12000001,North East,Female,2,75 to 79,17,4.8,4.4,5.3,39
2012 to 2014,England,Region,E12000001,North East,Female,2,80 to 84,18,3.2,2.8,3.7,35
2012 to 2014,England,Region,E12000001,North East,Female,2,85 to 89,19,2.0,1.7,2.3,31
2012 to 2014,England,Region,E12000001,North East,Female,2,90+,20,1.2,1.0,1.3,25
2012 to 2014,England,Region,E12000002,North West,Male,1,<1,1,60.6,60.2,61.1,78
2012 to 2014,England,Region,E12000002,North West,Male,1,01 to 04,2,59.9,59.5,60.4,77
2012 to 2014,England,Region,E12000002,North West,Male,1,05 to 09,3,56.2,55.8,56.6,77
2012 to 2014,England,Region,E12000002,North West,Male,1,10 to 14,4,51.6,51.2,51.9,75
2012 to 2014,England,Region,E12000002,North West,Male,1,15 to 19,5,46.9,46.6,47.3,74
2012 to 2014,England,Region,E12000002,North West,Male,1,20 to 24,6,42.4,42.1,42.8,72
2012 to 2014,England,Region,E12000002,North West,Male,1,25 to 29,7,38.0,37.6,38.3,71
2012 to 2014,England,Region,E12000002,North West,Male,1,30 to 34,8,33.7,33.3,34.0,69
2012 to 2014,England,Region,E12000002,North West,Male,1,35 to 39,9,29.5,29.1,29.8,67
2012 to 2014,England,Region,E12000002,North West,Male,1,40 to 44,10,25.5,25.2,25.8,65
2012 to 2014,England,Region,E12000002,North West,Male,1,45 to 49,11,21.7,21.4,22.0,62
2012 to 2014,England,Region,E12000002,North West,Male,1,50 to 54,12,18.1,17.8,18.4,59
2012 to 2014,England,Region,E12000002,North West,Male,1,55 to 59,13,14.7,14.4,15.0,57
2012 to 2014,England,Region,E12000002,North West,Male,1,60 to 64,14,11.7,11.4,12.0,54
2012 to 2014,England,Region,E12000002,North West,Male,1,65 to 69,15,9.1,8.8,9.4,51
2012 to 2014,England,Region,E12000002,North West,Male,1,70 to 74,16,6.7,6.4,7.0,47
2012 to 2014,England,Region,E12000002,North West,Male,1,75 to 79,17,4.7,4.4,5.0,43
2012 to 2014,England,Region,E12000002,North West,Male,1,80 to 84,18,3.1,2.8,3.5,39
2012 to 2014,England,Region,E12000002,North West,Male,1,85 to 89,19,2.0,1.8,2.2,35
2012 to 2014,England,Region,E12000002,North West,Male,1,90+,20,1.3,1.1,1.4,31
2012 to 2014,England,Region,E12000002,North West,Female,2,<1,1,61.4,60.9,61.9,75
2012 to 2014,England,Region,E12000002,North West,Female,2,01 to 04,2,60.7,60.3,61.2,75
2012 to 2014,England,Region,E12000002,North West,Female,2,05 to 09,3,57.0,56.6,57.5,74
2012 to 2014,England,Region,E12000002,North West,Female,2,10 to 14,4,52.4,52.0,52.8,73
2012 to 2014,England,Region,E12000002,North West,Female,2,15 to 19,5,47.8,47.4,48.2,71
2012 to 2014,England,Region,E12000002,North West,Female,2,20 to 24,6,43.3,42.9,43.7,70
2012 to 2014,England,Region,E12000002,North West,Female,2,25 to 29,7,38.9,38.5,39.3,68
2012 to 2014,England,Region,E12000002,North West,Female,2,30 to 34,8,34.6,34.2,35.0,66
2012 to 2014,England,Region,E12000002,North West,Female,2,35 to 39,9,30.4,30.1,30.8,64
2012 to 2014,England,Region,E12000002,North West,Female,2,40 to 44,10,26.4,26.1,26.8,62
2012 to 2014,England,Region,E12000002,North West,Female,2,45 to 49,11,22.6,22.3,23.0,60
2012 to 2014,England,Region,E12000002,North West,Female,2,50 to 54,12,19.0,18.7,19.4,57
2012 to 2014,England,Region,E12000002,North West,Female,2,55 to 59,13,15.7,15.3,16.0,54
2012 to 2014,England,Region,E12000002,North West,Female,2,60 to 64,14,12.6,12.3,12.9,52
2012 to 2014,England,Region,E12000002,North West,Female,2,65 to 69,15,9.8,9.5,10.1,49
2012 to 2014,England,Region,E12000002,North West,Female,2,70 to 74,16,7.3,7.0,7.6,45
2012 to 2014,England,Region,E12000002,North West,Female,2,75 to 79,17,5.2,4.9,5.5,41
2012 to 2014,England,Region,E12000002,North West,Female,2,80 to 84,18,3.5,3.1,3.8,37
2012 to 2014,England,Region,E12000002,North West,Female,2,85 to 89,19,2.2,2.0,2.4,33
2012 to 2014,England,Region,E12000002,North West,Female,2,90+,20,1.3,1.2,1.4,28
2012 to 2014,England,Region,E12000003,Yorkshire and The Humber,Male,1,<1,1,61.0,60.5,61.6,78
2012 to 2014,England,Region,E12000003,Yorkshire and The Humber,Male,1,01 to 04,2,60.4,59.8,60.9,77
2012 to 2014,England,Region,E12000003,Yorkshire and The Humber,Male,1,05 to 09,3,56.7,56.1,57.2,77
2012 to 2014,England,Region,E12000003,Yorkshire and The Humber,Male,1,10 to 14,4,52.0,51.5,52.5,75
2012 to 2014,England,Region,E12000003,Yorkshire and The Humber,Male,1,15 to 19,5,47.4,47.0,47.8,74
2012 to 2014,England,Region,E12000003,Yorkshire and The Humber,Male,1,20 to 24,6,42.9,42.4,43.3,72
2012 to 2014,England,Region,E12000003,Yorkshire and The Humber,Male,1,25 to 29,7,38.5,38.0,38.9,71
2012 to 2014,England,Region,E12000003,Yorkshire and The Humber,Male,1,30 to 34,8,34.2,33.7,34.6,69
2012 to 2014,England,Region,E12000003,Yorkshire and The Humber,Male,1,35 to 39,9,30.0,29.6,30.4,67
2012 to 2014,England,Region,E12000003,Yorkshire and The Humber,Male,1,40 to 44,10,26.0,25.6,26.4,65
2012 to 2014,England,Region,E12000003,Yorkshire and The Humber,Male,1,45 to 49,11,22.1,21.8,22.5,63
2012 to 2014,England,Region,E12000003,Yorkshire and The Humber,Male,1,50 to 54,12,18.5,18.1,18.9,60
2012 to 2014,England,Region,E12000003,Yorkshire and The Humber,Male,1,55 to 59,13,15.1,14.7,15.5,57
2012 to 2014,England,Region,E12000003,Yorkshire and The Humber,Male,1,60 to 64,14,12.0,11.7,12.4,55
2012 to 2014,England,Region,E12000003,Yorkshire and The Humber,Male,1,65 to 69,15,9.3,8.9,9.7,51
2012 to 2014,England,Region,E12000003,Yorkshire and The Humber,Male,1,70 to 74,16,6.9,6.5,7.2,48
2012 to 2014,England,Region,E12000003,Yorkshire and The Humber,Male,1,75 to 79,17,4.8,4.5,5.2,44
2012 to 2014,England,Region,E12000003,Yorkshire and The Humber,Male,1,80 to 84,18,3.2,2.8,3.6,40
2012 to 2014,England,Region,E12000003,Yorkshire and The Humber,Male,1,85 to 89,19,2.0,1.8,2.3,35
2012 to 2014,England,Region,E12000003,Yorkshire and The Humber,Male,1,90+,20,1.3,1.1,1.4,31
2012 to 2014,England,Region,E12000003,Yorkshire and The Humber,Female,2,<1,1,61.7,61.1,62.3,75
2012 to 2014,England,Region,E12000003,Yorkshire and The Humber,Female,2,01 to 04,2,61.0,60.4,61.6,75
2012 to 2014,England,Region,E12000003,Yorkshire and The Humber,Female,2,05 to 09,3,57.4,56.8,57.9,74
2012 to 2014,England,Region,E12000003,Yorkshire and The Humber,Female,2,10 to 14,4,52.8,52.3,53.3,73
2012 to 2014,England,Region,E12000003,Yorkshire and The Humber,Female,2,15 to 19,5,48.3,47.8,48.7,71
2012 to 2014,England,Region,E12000003,Yorkshire and The Humber,Female,2,20 to 24,6,43.8,43.3,44.3,70
2012 to 2014,England,Region,E12000003,Yorkshire and The Humber,Female,2,25 to 29,7,39.4,38.9,39.9,68
2012 to 2014,England,Region,E12000003,Yorkshire and The Humber,Female,2,30 to 34,8,35.1,34.7,35.6,66
2012 to 2014,England,Region,E12000003,Yorkshire and The Humber,Female,2,35 to 39,9,31.0,30.5,31.4,64
2012 to 2014,England,Region,E12000003,Yorkshire and The Humber,Female,2,40 to 44,10,27.0,26.5,27.4,62
2012 to 2014,England,Region,E12000003,Yorkshire and The Humber,Female,2,45 to 49,11,23.2,22.7,23.6,60
2012 to 2014,England,Region,E12000003,Yorkshire and The Humber,Female,2,50 to 54,12,19.5,19.1,20.0,58
2012 to 2014,England,Region,E12000003,Yorkshire and The Humber,Female,2,55 to 59,13,16.2,15.7,16.6,55
2012 to 2014,England,Region,E12000003,Yorkshire and The Humber,Female,2,60 to 64,14,13.0,12.6,13.4,53
2012 to 2014,England,Region,E12000003,Yorkshire and The Humber,Female,2,65 to 69,15,10.2,9.8,10.6,50
2012 to 2014,England,Region,E12000003,Yorkshire and The Humber,Female,2,70 to 74,16,7.6,7.2,8.0,46
2012 to 2014,England,Region,E12000003,Yorkshire and The Humber,Female,2,75 to 79,17,5.4,5.0,5.9,43
2012 to 2014,England,Region,E12000003,Yorkshire and The Humber,Female,2,80 to 84,18,3.7,3.2,4.1,39
2012 to 2014,England,Region,E12000003,Yorkshire and The Humber,Female,2,85 to 89,19,2.3,2.0,2.6,35
2012 to 2014,England,Region,E12000003,Yorkshire and The Humber,Female,2,90+,20,1.4,1.2,1.5,29
2012 to 2014,England,Region,E12000004,East Midlands,Male,1,<1,1,62.5,61.8,63.2,79
2012 to 2014,England,Region,E12000004,East Midlands,Male,1,01 to 04,2,61.8,61.2,62.5,79
2012 to 2014,England,Region,E12000004,East Midlands,Male,1,05 to 09,3,58.1,57.5,58.7,78
2012 to 2014,England,Region,E12000004,East Midlands,Male,1,10 to 14,4,53.4,52.8,54.0,77
2012 to 2014,England,Region,E12000004,East Midlands,Male,1,15 to 19,5,48.7,48.2,49.3,75
2012 to 2014,England,Region,E12000004,East Midlands,Male,1,20 to 24,6,44.2,43.6,44.7,74
2012 to 2014,England,Region,E12000004,East Midlands,Male,1,25 to 29,7,39.7,39.1,40.2,72
2012 to 2014,England,Region,E12000004,East Midlands,Male,1,30 to 34,8,35.3,34.8,35.8,70
2012 to 2014,England,Region,E12000004,East Midlands,Male,1,35 to 39,9,31.0,30.5,31.5,68
2012 to 2014,England,Region,E12000004,East Midlands,Male,1,40 to 44,10,26.9,26.4,27.4,66
2012 to 2014,England,Region,E12000004,East Midlands,Male,1,45 to 49,11,22.9,22.5,23.4,64
2012 to 2014,England,Region,E12000004,East Midlands,Male,1,50 to 54,12,19.2,18.7,19.7,61
2012 to 2014,England,Region,E12000004,East Midlands,Male,1,55 to 59,13,15.7,15.2,16.2,58
2012 to 2014,England,Region,E12000004,East Midlands,Male,1,60 to 64,14,12.5,12.0,13.0,55
2012 to 2014,England,Region,E12000004,East Midlands,Male,1,65 to 69,15,9.7,9.2,10.1,52
2012 to 2014,England,Region,E12000004,East Midlands,Male,1,70 to 74,16,7.1,6.6,7.6,49
2012 to 2014,England,Region,E12000004,East Midlands,Male,1,75 to 79,17,5.0,4.5,5.5,44
2012 to 2014,England,Region,E12000004,East Midlands,Male,1,80 to 84,18,3.3,2.7,3.8,40
2012 to 2014,England,Region,E12000004,East Midlands,Male,1,85 to 89,19,2.0,1.7,2.3,35
2012 to 2014,England,Region,E12000004,East Midlands,Male,1,90+,20,1.3,1.1,1.5,30
2012 to 2014,England,Region,E12000004,East Midlands,Female,2,<1,1,62.9,62.2,63.7,76
2012 to 2014,England,Region,E12000004,East Midlands,Female,2,01 to 04,2,62.2,61.5,62.9,76
2012 to 2014,England,Region,E12000004,East Midlands,Female,2,05 to 09,3,58.5,57.8,59.2,75
2012 to 2014,England,Region,E12000004,East Midlands,Female,2,10 to 14,4,53.9,53.2,54.5,73
2012 to 2014,England,Region,E12000004,East Midlands,Female,2,15 to 19,5,49.3,48.7,49.9,72
2012 to 2014,England,Region,E12000004,East Midlands,Female,2,20 to 24,6,44.8,44.2,45.4,71
2012 to 2014,England,Region,E12000004,East Midlands,Female,2,25 to 29,7,40.3,39.7,40.9,69
2012 to 2014,England,Region,E12000004,East Midlands,Female,2,30 to 34,8,36.0,35.4,36.6,67
2012 to 2014,England,Region,E12000004,East Midlands,Female,2,35 to 39,9,31.8,31.2,32.4,65
2012 to 2014,England,Region,E12000004,East Midlands,Female,2,40 to 44,10,27.7,27.2,28.3,63
2012 to 2014,England,Region,E12000004,East Midlands,Female,2,45 to 49,11,23.8,23.3,24.4,61
2012 to 2014,England,Region,E12000004,East Midlands,Female,2,50 to 54,12,20.1,19.6,20.7,59
2012 to 2014,England,Region,E12000004,East Midlands,Female,2,55 to 59,13,16.7,16.1,17.2,56
2012 to 2014,England,Region,E12000004,East Midlands,Female,2,60 to 64,14,13.5,12.9,14.0,53
2012 to 2014,England,Region,E12000004,East Midlands,Female,2,65 to 69,15,10.5,10.0,11.0,50
2012 to 2014,England,Region,E12000004,East Midlands,Female,2,70 to 74,16,7.9,7.3,8.4,47
2012 to 2014,England,Region,E12000004,East Midlands,Female,2,75 to 79,17,5.6,5.1,6.1,43
2012 to 2014,England,Region,E12000004,East Midlands,Female,2,80 to 84,18,3.7,3.2,4.3,39
2012 to 2014,England,Region,E12000004,East Midlands,Female,2,85 to 89,19,2.4,2.0,2.7,34
2012 to 2014,England,Region,E12000004,East Midlands,Female,2,90+,20,1.4,1.2,1.7,30
2012 to 2014,England,Region,E12000005,West Midlands,Male,1,<1,1,62.2,61.7,62.7,79
2012 to 2014,England,Region,E12000005,West Midlands,Male,1,01 to 04,2,61.6,61.1,62.1,79
2012 to 2014,England,Region,E12000005,West Midlands,Male,1,05 to 09,3,57.9,57.4,58.4,78
2012 to 2014,England,Region,E12000005,West Midlands,Male,1,10 to 14,4,53.2,52.7,53.6,77
2012 to 2014,England,Region,E12000005,West Midlands,Male,1,15 to 19,5,48.5,48.1,48.9,75
2012 to 2014,England,Region,E12000005,West Midlands,Male,1,20 to 24,6,43.9,43.5,44.3,74
2012 to 2014,England,Region,E12000005,West Midlands,Male,1,25 to 29,7,39.4,39.0,39.9,72
2012 to 2014,England,Region,E12000005,West Midlands,Male,1,30 to 34,8,35.1,34.6,35.5,70
2012 to 2014,England,Region,E12000005,West Midlands,Male,1,35 to 39,9,30.8,30.4,31.2,68
2012 to 2014,England,Region,E12000005,West Midlands,Male,1,40 to 44,10,26.7,26.3,27.1,66
2012 to 2014,England,Region,E12000005,West Midlands,Male,1,45 to 49,11,22.7,22.3,23.1,64
2012 to 2014,England,Region,E12000005,West Midlands,Male,1,50 to 54,12,19.0,18.6,19.4,61
2012 to 2014,England,Region,E12000005,West Midlands,Male,1,55 to 59,13,15.5,15.2,15.9,58
2012 to 2014,England,Region,E12000005,West Midlands,Male,1,60 to 64,14,12.4,12.0,12.8,55
2012 to 2014,England,Region,E12000005,West Midlands,Male,1,65 to 69,15,9.6,9.3,10.0,52
2012 to 2014,England,Region,E12000005,West Midlands,Male,1,70 to 74,16,7.1,6.8,7.5,49
2012 to 2014,England,Region,E12000005,West Midlands,Male,1,75 to 79,17,5.0,4.6,5.4,45
2012 to 2014,England,Region,E12000005,West Midlands,Male,1,80 to 84,18,3.3,2.9,3.7,40
2012 to 2014,England,Region,E12000005,West Midlands,Male,1,85 to 89,19,2.1,1.8,2.3,35
2012 to 2014,England,Region,E12000005,West Midlands,Male,1,90+,20,1.3,1.1,1.5,31
2012 to 2014,England,Region,E12000005,West Midlands,Female,2,<1,1,62.6,62.0,63.2,76
2012 to 2014,England,Region,E12000005,West Midlands,Female,2,01 to 04,2,61.9,61.3,62.5,75
2012 to 2014,England,Region,E12000005,West Midlands,Female,2,05 to 09,3,58.2,57.7,58.8,74
2012 to 2014,England,Region,E12000005,West Midlands,Female,2,10 to 14,4,53.6,53.0,54.1,73
2012 to 2014,England,Region,E12000005,West Midlands,Female,2,15 to 19,5,48.9,48.5,49.4,72
2012 to 2014,England,Region,E12000005,West Midlands,Female,2,20 to 24,6,44.4,43.9,44.9,70
2012 to 2014,England,Region,E12000005,West Midlands,Female,2,25 to 29,7,40.0,39.5,40.4,68
2012 to 2014,England,Region,E12000005,West Midlands,Female,2,30 to 34,8,35.6,35.2,36.1,67
2012 to 2014,England,Region,E12000005,West Midlands,Female,2,35 to 39,9,31.4,30.9,31.8,65
2012 to 2014,England,Region,E12000005,West Midlands,Female,2,40 to 44,10,27.3,26.9,27.8,62
2012 to 2014,England,Region,E12000005,West Midlands,Female,2,45 to 49,11,23.4,23.0,23.9,60
2012 to 2014,England,Region,E12000005,West Midlands,Female,2,50 to 54,12,19.8,19.3,20.2,58
2012 to 2014,England,Region,E12000005,West Midlands,Female,2,55 to 59,13,16.3,15.9,16.7,55
2012 to 2014,England,Region,E12000005,West Midlands,Female,2,60 to 64,14,13.2,12.8,13.6,52
2012 to 2014,England,Region,E12000005,West Midlands,Female,2,65 to 69,15,10.3,9.9,10.7,49
2012 to 2014,England,Region,E12000005,West Midlands,Female,2,70 to 74,16,7.7,7.3,8.1,45
2012 to 2014,England,Region,E12000005,West Midlands,Female,2,75 to 79,17,5.5,5.0,5.9,41
2012 to 2014,England,Region,E12000005,West Midlands,Female,2,80 to 84,18,3.6,3.2,4.0,37
2012 to 2014,England,Region,E12000005,West Midlands,Female,2,85 to 89,19,2.3,2.0,2.5,33
2012 to 2014,England,Region,E12000005,West Midlands,Female,2,90+,20,1.4,1.2,1.5,28
2012 to 2014,England,Region,E12000006,East of England,Male,1,<1,1,65.0,64.5,65.6,81
2012 to 2014,England,Region,E12000006,East of England,Male,1,01 to 04,2,64.3,63.8,64.9,81
2012 to 2014,England,Region,E12000006,East of England,Male,1,05 to 09,3,60.6,60.0,61.1,80
2012 to 2014,England,Region,E12000006,East of England,Male,1,10 to 14,4,55.8,55.3,56.3,79
2012 to 2014,England,Region,E12000006,East of England,Male,1,15 to 19,5,51.1,50.6,51.6,78
2012 to 2014,England,Region,E12000006,East of England,Male,1,20 to 24,6,46.5,46.0,46.9,76
2012 to 2014,England,Region,E12000006,East of England,Male,1,25 to 29,7,41.9,41.5,42.4,75
2012 to 2014,England,Region,E12000006,East of England,Male,1,30 to 34,8,37.5,37.0,37.9,73
2012 to 2014,England,Region,E12000006,East of England,Male,1,35 to 39,9,33.1,32.6,33.5,71
2012 to 2014,England,Region,E12000006,East of England,Male,1,40 to 44,10,28.8,28.4,29.3,69
2012 to 2014,England,Region,E12000006,East of England,Male,1,45 to 49,11,24.8,24.3,25.2,67
2012 to 2014,England,Region,E12000006,East of England,Male,1,50 to 54,12,20.9,20.4,21.3,65
2012 to 2014,England,Region,E12000006,East of England,Male,1,55 to 59,13,17.2,16.8,17.6,62
2012 to 2014,England,Region,E12000006,East of England,Male,1,60 to 64,14,13.8,13.4,14.2,59
2012 to 2014,England,Region,E12000006,East of England,Male,1,65 to 69,15,10.8,10.4,11.2,56
2012 to 2014,England,Region,E12000006,East of England,Male,1,70 to 74,16,8.1,7.7,8.5,53
2012 to 2014,England,Region,E12000006,East of England,Male,1,75 to 79,17,5.7,5.3,6.1,49
2012 to 2014,England,Region,E12000006,East of England,Male,1,80 to 84,18,3.8,3.4,4.3,44
2012 to 2014,England,Region,E12000006,East of England,Male,1,85 to 89,19,2.4,2.1,2.7,40
2012 to 2014,England,Region,E12000006,East of England,Male,1,90+,20,1.5,1.3,1.6,35
2012 to 2014,England,Region,E12000006,East of England,Female,2,<1,1,66.1,65.5,66.8,79
2012 to 2014,England,Region,E12000006,East of England,Female,2,01 to 04,2,65.4,64.8,66.0,79
2012 to 2014,England,Region,E12000006,East of England,Female,2,05 to 09,3,61.6,61.1,62.2,78
2012 to 2014,England,Region,E12000006,East of England,Female,2,10 to 14,4,56.9,56.4,57.4,77
2012 to 2014,England,Region,E12000006,East of England,Female,2,15 to 19,5,52.2,51.7,52.7,76
2012 to 2014,England,Region,E12000006,East of England,Female,2,20 to 24,6,47.6,47.1,48.1,74
2012 to 2014,England,Region,E12000006,East of England,Female,2,25 to 29,7,43.0,42.5,43.5,73
2012 to 2014,England,Region,E12000006,East of England,Female,2,30 to 34,8,38.6,38.1,39.1,71
2012 to 2014,England,Region,E12000006,East of England,Female,2,35 to 39,9,34.2,33.7,34.7,69
2012 to 2014,England,Region,E12000006,East of England,Female,2,40 to 44,10,30.0,29.5,30.5,67
2012 to 2014,England,Region,E12000006,East of England,Female,2,45 to 49,11,25.9,25.4,26.4,65
2012 to 2014,England,Region,E12000006,East of England,Female,2,50 to 54,12,22.0,21.6,22.5,63
2012 to 2014,England,Region,E12000006,East of England,Female,2,55 to 59,13,18.4,17.9,18.8,61
2012 to 2014,England,Region,E12000006,East of England,Female,2,60 to 64,14,14.9,14.5,15.4,58
2012 to 2014,England,Region,E12000006,East of England,Female,2,65 to 69,15,11.8,11.3,12.2,55
2012 to 2014,England,Region,E12000006,East of England,Female,2,70 to 74,16,8.9,8.4,9.3,51
2012 to 2014,England,Region,E12000006,East of England,Female,2,75 to 79,17,6.4,5.9,6.8,47
2012 to 2014,England,Region,E12000006,East of England,Female,2,80 to 84,18,4.3,3.8,4.7,43
2012 to 2014,England,Region,E12000006,East of England,Female,2,85 to 89,19,2.7,2.5,3.0,39
2012 to 2014,England,Region,E12000006,East of England,Female,2,90+,20,1.7,1.5,1.9,35
2012 to 2014,England,Region,E12000007,London,Male,1,<1,1,63.9,63.4,64.4,80
2012 to 2014,England,Region,E12000007,London,Male,1,01 to 04,2,63.2,62.7,63.7,80
2012 to 2014,England,Region,E12000007,London,Male,1,05 to 09,3,59.4,58.9,59.9,79
2012 to 2014,England,Region,E12000007,London,Male,1,10 to 14,4,54.6,54.1,55.1,77
2012 to 2014,England,Region,E12000007,London,Male,1,15 to 19,5,49.8,49.4,50.3,76
2012 to 2014,England,Region,E12000007,London,Male,1,20 to 24,6,45.2,44.7,45.6,75
2012 to 2014,England,Region,E12000007,London,Male,1,25 to 29,7,40.6,40.1,41.0,73
2012 to 2014,England,Region,E12000007,London,Male,1,30 to 34,8,36.0,35.6,36.5,71
2012 to 2014,England,Region,E12000007,London,Male,1,35 to 39,9,31.6,31.1,32.0,69
2012 to 2014,England,Region,E12000007,London,Male,1,40 to 44,10,27.2,26.8,27.7,66
2012 to 2014,England,Region,E12000007,London,Male,1,45 to 49,11,23.2,22.7,23.6,64
2012 to 2014,England,Region,E12000007,London,Male,1,50 to 54,12,19.4,18.9,19.8,61
2012 to 2014,England,Region,E12000007,London,Male,1,55 to 59,13,15.8,15.4,16.3,58
2012 to 2014,England,Region,E12000007,London,Male,1,60 to 64,14,12.6,12.2,13.1,55
2012 to 2014,England,Region,E12000007,London,Male,1,65 to 69,15,9.8,9.4,10.2,52
2012 to 2014,England,Region,E12000007,London,Male,1,70 to 74,16,7.3,6.9,7.7,48
2012 to 2014,England,Region,E12000007,London,Male,1,75 to 79,17,5.2,4.8,5.6,44
